filter_id;filter_title;value_id;value_title;filter_type
58273;Виды товаров и услуг;1755179;Креветки мороженые неразделанные, кг;lineObjectIds
58273;Виды товаров и услуг;1755180;Кальмары мороженые,кг;lineObjectIds
58273;Виды товаров и услуг;1743461;Сельдь соленая, кг;lineObjectIds
58273;Виды товаров и услуг;1754739;Филе сельди соленое, кг;lineObjectIds
58273;Виды товаров и услуг;1754753;Консервы рыбные натуральные и с добавлением масла, 350 г;lineObjectIds
58273;Виды товаров и услуг;1754740;Консервы рыбные в томатном соусе, 350 г;lineObjectIds
58273;Виды товаров и услуг;1709734;Масло сливочное, кг;lineObjectIds
58273;Виды товаров и услуг;1709737;Масло подсолнечное, кг;lineObjectIds
58273;Виды товаров и услуг;1754745;Масло оливковое, л;lineObjectIds
58273;Виды товаров и услуг;1755044;Маргарин, кг;lineObjectIds
58273;Виды товаров и услуг;1709793;Сметана, кг;lineObjectIds
58273;Виды товаров и услуг;1754768;Кисломолочные продукты, кг;lineObjectIds
58273;Виды товаров и услуг;1709714;Творог жирный, кг;lineObjectIds
58273;Виды товаров и услуг;1754786;Сырки творожные, глазированные шоколадом, 50 г;lineObjectIds
58273;Виды товаров и услуг;1709723;Творог нежирный, кг;lineObjectIds
58273;Виды товаров и услуг;1754715;Йогурт, 125 г;lineObjectIds
58273;Виды товаров и услуг;1709745;Молоко питьевое цельное пастеризованное 2,5-3,2% жирности, л;lineObjectIds
58273;Виды товаров и услуг;1755039;Молоко питьевое цельное стерилизованное 2,5-3,2% жирности, л;lineObjectIds
58273;Виды товаров и услуг;1754776;Молоко сгущенное с сахаром, 400 г;lineObjectIds
58273;Виды товаров и услуг;1755203;Смеси сухие молочные для детского питания, кг;lineObjectIds
58273;Виды товаров и услуг;1709735;Сыры сычужные твердые и мягкие, кг;lineObjectIds
58273;Виды товаров и услуг;1754709;Сыры плавленые, кг;lineObjectIds
58273;Виды товаров и услуг;1754790;Национальные сыры и брынза, кг;lineObjectIds
58273;Виды товаров и услуг;1754782;Овощи натуральные консервированные, маринованные, кг;lineObjectIds
58273;Виды товаров и услуг;1754700;Консервы овощные для детского питания, кг;lineObjectIds
58273;Виды товаров и услуг;1754746;Консервы томатные, кг;lineObjectIds
58273;Виды товаров и услуг;1754793;Кетчуп, кг;lineObjectIds
58273;Виды товаров и услуг;1754814;Соки фруктовые, л;lineObjectIds
58273;Виды товаров и услуг;1754781;Консервы фруктово-ягодные для детского питания, кг;lineObjectIds
58273;Виды товаров и услуг;1709749;Яйца куриные, 10 шт.;lineObjectIds
58273;Виды товаров и услуг;1709795;Сахар-песок, кг;lineObjectIds
58273;Виды товаров и услуг;1755149;Печенье, кг;lineObjectIds
58273;Виды товаров и услуг;1754751;Пряники, кг;lineObjectIds
58273;Виды товаров и услуг;1754764;Зефир, пастила, кг;lineObjectIds
58273;Виды товаров и услуг;1755181;Какао, кг;lineObjectIds
58273;Виды товаров и услуг;1755158;Карамель, кг;lineObjectIds
58273;Виды товаров и услуг;1743465;Конфеты мягкие, глазированные шоколадом, кг;lineObjectIds
58273;Виды товаров и услуг;1754791;Шоколад, кг;lineObjectIds
58273;Виды товаров и услуг;1754747;Кексы, рулеты, кг;lineObjectIds
58273;Виды товаров и услуг;1754699;Торты, кг;lineObjectIds
58273;Виды товаров и услуг;1754783;Жевательная резинка, упаковка;lineObjectIds
58273;Виды товаров и услуг;1754792;Конфеты шоколадные натуральные и с добавками, кг;lineObjectIds
58273;Виды товаров и услуг;1754805;Варенье, джем, повидло, кг;lineObjectIds
58273;Виды товаров и услуг;1754734;Мёд пчелиный натуральный, кг;lineObjectIds
58273;Виды товаров и услуг;1754812;Кофе натуральный растворимый, кг;lineObjectIds
58273;Виды товаров и услуг;1755110;Чай черный байховый, кг;lineObjectIds
58273;Виды товаров и услуг;1754720;Кофе натуральный в зернах и молотый, кг;lineObjectIds
58273;Виды товаров и услуг;1754795;Чай черный байховый пакетированный, 25 пакетиков;lineObjectIds
58273;Виды товаров и услуг;1831430;Чай зеленый, кг;lineObjectIds
58273;Виды товаров и услуг;1754710;Майонез, кг;lineObjectIds
58273;Виды товаров и услуг;1755092;Соль поваренная пищевая, кг;lineObjectIds
58273;Виды товаров и услуг;1754727;Перец черный (горошек), кг;lineObjectIds
58273;Виды товаров и услуг;1754815;Сухие супы в пакетах, 100 г;lineObjectIds
58273;Виды товаров и услуг;1755145;Мука пшеничная, кг;lineObjectIds
58273;Виды товаров и услуг;1709733;Хлеб из ржаной муки и из смеси муки ржаной и пшеничной, кг;lineObjectIds
58273;Виды товаров и услуг;1709716;Хлеб и булочные изделия из пшеничной муки высшего сорта, кг;lineObjectIds
58273;Виды товаров и услуг;1709746;Хлеб и булочные изделия из пшеничной муки 1 и 2 сортов, кг;lineObjectIds
58273;Виды товаров и услуг;1754737;Булочные изделия сдобные из муки высшего сорта штучные, кг;lineObjectIds
58273;Виды товаров и услуг;1754807;Бараночные изделия, кг;lineObjectIds
58273;Виды товаров и услуг;1754772;Хлопья из злаков (сухие завтраки), кг;lineObjectIds
58273;Виды товаров и услуг;1755068;Рис шлифованный, кг;lineObjectIds
58273;Виды товаров и услуг;1754784;Крупа манная, кг;lineObjectIds
58273;Виды товаров и услуг;1755036;Пшено, кг;lineObjectIds
58273;Виды товаров и услуг;1754718;Горох и фасоль, кг;lineObjectIds
58273;Виды товаров и услуг;1755104;Крупа гречневая-ядрица, кг;lineObjectIds
58273;Виды товаров и услуг;1754808;Крупы овсяная и перловая, кг;lineObjectIds
58273;Виды товаров и услуг;1754738;"Овсяные хлопья &quot;Геркулес&quot;, кг";lineObjectIds
58273;Виды товаров и услуг;1755172;Вермишель, кг;lineObjectIds
58273;Виды товаров и услуг;1709722;Макаронные изделия из пшеничной муки высшего сорта, кг;lineObjectIds
58273;Виды товаров и услуг;1743470;Картофель, кг;lineObjectIds
58273;Виды товаров и услуг;1743463;Капуста белокочанная свежая, кг;lineObjectIds
58273;Виды товаров и услуг;1836490;Зелень свежая, кг;lineObjectIds
58273;Виды товаров и услуг;1755134;Лук репчатый, кг;lineObjectIds
58273;Виды товаров и услуг;1754741;Свёкла столовая, кг;lineObjectIds
58273;Виды товаров и услуг;1743475;Морковь, кг;lineObjectIds
58273;Виды товаров и услуг;1754742;Чеснок, кг;lineObjectIds
58273;Виды товаров и услуг;1743457;Огурцы свежие, кг;lineObjectIds
58273;Виды товаров и услуг;1755033;Помидоры свежие, кг;lineObjectIds
58273;Виды товаров и услуг;1754716;Овощи замороженные, кг;lineObjectIds
58273;Виды товаров и услуг;1743471;Яблоки, кг;lineObjectIds
58273;Виды товаров и услуг;1754750;Груши, кг;lineObjectIds
58273;Виды товаров и услуг;1743453;Апельсины, кг;lineObjectIds
58273;Виды товаров и услуг;1754787;Виноград, кг;lineObjectIds
58273;Виды товаров и услуг;1754730;Лимоны, кг;lineObjectIds
58273;Виды товаров и услуг;1743454;Сухофрукты, кг;lineObjectIds
58273;Виды товаров и услуг;1754800;Бананы, кг;lineObjectIds
58273;Виды товаров и услуг;1754766;Орехи, кг;lineObjectIds
58273;Виды товаров и услуг;1709752;Водка крепостью 40% об. спирта и выше, л;lineObjectIds
58273;Виды товаров и услуг;1754809;Вино виноградное крепленое крепостью до 20% об.спирта, л;lineObjectIds
58273;Виды товаров и услуг;1754773;Вино виноградное столовое (сухое, полусухое, полусладкое) крепостью до 14% об.спирта и содержанием до 8% сахара, л;lineObjectIds
58273;Виды товаров и услуг;1754761;Коньяк ординарный отечественный, л;lineObjectIds
58273;Виды товаров и услуг;1754724;Вино игристое отечественное, л;lineObjectIds
58273;Виды товаров и услуг;1754752;Пиво отечественное, л;lineObjectIds
58273;Виды товаров и услуг;1754706;Пиво зарубежных торговых марок, л;lineObjectIds
58273;Виды товаров и услуг;1754705;Вода минеральная и питьевая, л;lineObjectIds
58273;Виды товаров и услуг;1754796;Напитки газированные, л;lineObjectIds
58273;Виды товаров и услуг;1754721;Мороженое сливочное, кг;lineObjectIds
58273;Виды товаров и услуг;1754760;Обед в ресторане, на 1 человека;lineObjectIds
58273;Виды товаров и услуг;1754797;Кофе в организациях быстрого обслуживания, 200 г;lineObjectIds
58273;Виды товаров и услуг;1754777;Обед в столовой, кафе, закусочной (кроме столовой в организации), на 1 человека;lineObjectIds
58273;Виды товаров и услуг;1754722;Ужин в ресторане, на 1 человека;lineObjectIds
58273;Виды товаров и услуг;1755150;"Продукция предприятий общественного питания быстрого обслуживания (сэндвич типа &quot;Гамбургер&quot;), шт.";lineObjectIds
58273;Виды товаров и услуг;1754736;Ткани хлопчатобумажные бельевые, м;lineObjectIds
58273;Виды товаров и услуг;1754778;Ткань костюмная шерстяная и полушерстяная, м;lineObjectIds
58273;Виды товаров и услуг;1754806;Ткань платьевая из искусственного или синтетического шелка, м;lineObjectIds
58273;Виды товаров и услуг;1754769;Ткани декоративные для изготовления штор и занавесей, м;lineObjectIds
58273;Виды товаров и услуг;1754701;Полотенце личное, шт.;lineObjectIds
58273;Виды товаров и услуг;1754762;Полотенце кухонное, шт.;lineObjectIds
58273;Виды товаров и услуг;1709738;Куртка мужская с верхом из плащевых тканей утепленная, шт.;lineObjectIds
58273;Виды товаров и услуг;1709726;Брюки мужские из полушерстяных или смесовых тканей, шт.;lineObjectIds
58273;Виды товаров и услуг;1743473;Брюки мужские из джинсовой ткани (джинсы), шт.;lineObjectIds
58273;Виды товаров и услуг;1709741;Сорочка верхняя мужская из хлопчатобумажных или смесовых тканей, шт.;lineObjectIds
58273;Виды товаров и услуг;1754728;Куртка мужская из натуральной кожи, шт.;lineObjectIds
58273;Виды товаров и услуг;1709744;Костюм-двойка мужской из шерстяных, полушерстяных или смесовых  тканей, шт.;lineObjectIds
58273;Виды товаров и услуг;1754717;Брюки женские из полушерстяных или смесовых тканей, шт.;lineObjectIds
58273;Виды товаров и услуг;1754770;Пиджак, жакет женский из шерстяных, полушерстяных или смесовых тканей, шт.;lineObjectIds
58273;Виды товаров и услуг;1743467;Куртка мужская без утеплителя (ветровка), шт.;lineObjectIds
58273;Виды товаров и услуг;1754731;Куртка женская без утеплителя (ветровка), шт.;lineObjectIds
58273;Виды товаров и услуг;1754804;Пальто женское демисезонное из шерстяных или полушерстяных тканей, шт.;lineObjectIds
58273;Виды товаров и услуг;1743459;Пальто (полупальто) женское с верхом из плащевых тканей, шт.;lineObjectIds
58273;Виды товаров и услуг;1709728;Юбка женская из полушерстяных или смесовых тканей, шт.;lineObjectIds
58273;Виды товаров и услуг;1754754;Сорочка ночная женская, шт.;lineObjectIds
58273;Виды товаров и услуг;1754775;Пальто женское зимнее из шерстяных или полушерстяных тканей  с меховым воротником, шт.;lineObjectIds
58273;Виды товаров и услуг;1755170;Блузка женская, шт.;lineObjectIds
58273;Виды товаров и услуг;1743469;Халат женский, шт.;lineObjectIds
58273;Виды товаров и услуг;1754711;Платье (платье-костюм) женское из хлопчатобумажных или смесовых тканей, шт.;lineObjectIds
58273;Виды товаров и услуг;1709717;Куртка для детей школьного возраста с верхом из плащевых тканей утепленная, шт.;lineObjectIds
58273;Виды товаров и услуг;1754758;Брюки для детей школьного возраста из полушерстяных тканей, шт.;lineObjectIds
58273;Виды товаров и услуг;1754798;Брюки для детей школьного возраста из джинсовой ткани, шт.;lineObjectIds
58273;Виды товаров и услуг;1754779;Платье (платье-костюм, сарафан) для девочек школьного возраста из полушерстяных, смесовых  тканей, шт.;lineObjectIds
58273;Виды товаров и услуг;1754816;Блузка для девочек школьного возраста, шт.;lineObjectIds
58273;Виды товаров и услуг;1754725;Сорочка верхняя для мальчиков школьного возраста, шт.;lineObjectIds
58273;Виды товаров и услуг;1754817;Юбка для девочек школьного возраста из полушерстяных тканей, шт.;lineObjectIds
58273;Виды товаров и услуг;1755137;Платье (платье-костюм) женское из полушерстяных или смесовых тканей, шт.;lineObjectIds
58273;Виды товаров и услуг;1831425;Брюки женские из джинсовой ткани (джинсы), шт.;lineObjectIds
58273;Виды товаров и услуг;1754765;Сорочка верхняя для мальчиков дошкольного возраста, шт.;lineObjectIds
58273;Виды товаров и услуг;1754802;Комбинезон (костюм) утепленный для детей дошкольного возраста, шт.;lineObjectIds
58273;Виды товаров и услуг;1754732;Платье (сарафан) летнее для девочек дошкольного возраста, шт.;lineObjectIds
58273;Виды товаров и услуг;1754703;Пеленки для новорожденных, шт.;lineObjectIds
58273;Виды товаров и услуг;1754748;Ползунки из хлопчатобумажного трикотажного полотна, шт.;lineObjectIds
58273;Виды товаров и услуг;1754788;Куртка для детей дошкольного возраста с верхом из плащевых тканей утепленная, шт.;lineObjectIds
58273;Виды товаров и услуг;1754702;Белье для новорожденных и детей ясельного возраста, шт.;lineObjectIds
58273;Виды товаров и услуг;1754789;Комбинезон утепленный для детей до одного года, шт.;lineObjectIds
58273;Виды товаров и услуг;1754707;Одеяло стеганое, шт.;lineObjectIds
58273;Виды товаров и услуг;1754756;Комплект постельного белья полутораспальный из хлопчатобумажной ткани, комплект;lineObjectIds
58273;Виды товаров и услуг;1754813;Подушка, шт.;lineObjectIds
58273;Виды товаров и услуг;1754774;Пальто женское меховое и дубленка, шт.;lineObjectIds
58273;Виды товаров и услуг;1754771;Джемпер для детей школьного возраста, шт.;lineObjectIds
58273;Виды товаров и услуг;1743455;Костюм спортивный для взрослых, шт.;lineObjectIds
58273;Виды товаров и услуг;1754794;Костюм спортивный для детей школьного возраста, шт.;lineObjectIds
58273;Виды товаров и услуг;1743462;Костюм трикотажный для детей ясельного возраста, шт.;lineObjectIds
58273;Виды товаров и услуг;1754733;Джемпер мужской, шт.;lineObjectIds
58273;Виды товаров и услуг;1709755;Джемпер женский, шт.;lineObjectIds
58273;Виды товаров и услуг;1754749;Трикотажный головной убор мужской, шт.;lineObjectIds
58273;Виды товаров и услуг;1754704;Трикотажный головной убор женский, шт.;lineObjectIds
58273;Виды товаров и услуг;1754785;Трикотажная шапочка детская, шт.;lineObjectIds
58273;Виды товаров и услуг;1754803;Перчатки трикотажные женские, пара;lineObjectIds
58273;Виды товаров и услуг;1785656;Варежки (перчатки) детские, пара;lineObjectIds
58273;Виды товаров и услуг;1754998;Трусы мужские из хлопчатобумажного трикотажного полотна, шт.;lineObjectIds
58273;Виды товаров и услуг;1743456;Майка, футболка мужская бельевая, шт.;lineObjectIds
58273;Виды товаров и услуг;1709743;Футболка детская, шт.;lineObjectIds
58273;Виды товаров и услуг;1754810;Панталоны, трусы женские, шт.;lineObjectIds
58273;Виды товаров и услуг;1754934;Трусы детские, шт.;lineObjectIds
58273;Виды товаров и услуг;1754757;Майка, футболка женская бельевая, шт.;lineObjectIds
58273;Виды товаров и услуг;1755206;Колготки женские эластичные, шт.;lineObjectIds
58273;Виды товаров и услуг;1743468;Носки мужские, пара;lineObjectIds
58273;Виды товаров и услуг;1754938;Носки, гольфы детские, пара;lineObjectIds
58273;Виды товаров и услуг;1709757;Колготки детские, шт.;lineObjectIds
58273;Виды товаров и услуг;1831432;Носки, гольфы женские, пара;lineObjectIds
58273;Виды товаров и услуг;1709736;Сапоги женские зимние с верхом из натуральной кожи, пара;lineObjectIds
58273;Виды товаров и услуг;1754902;Сапоги женские осенние с верхом из натуральной кожи, пара;lineObjectIds
58273;Виды товаров и услуг;1743460;Туфли женские закрытые с верхом из натуральной кожи, пара;lineObjectIds
58273;Виды товаров и услуг;1755001;Туфли женские закрытые с верхом из искусственной кожи, пара;lineObjectIds
58273;Виды товаров и услуг;1754755;Туфли женские летние, босоножки  с верхом из искусственной кожи, пара;lineObjectIds
58273;Виды товаров и услуг;1754897;Туфли женские модельные с верхом из натуральной кожи, пара;lineObjectIds
58273;Виды товаров и услуг;1709715;Сапоги, ботинки для детей школьного возраста зимние с верхом из натуральной кожи, пара;lineObjectIds
58273;Виды товаров и услуг;1709740;Ботинки, полуботинки для детей дошкольного возраста, пара;lineObjectIds
58273;Виды товаров и услуг;1754948;Туфли детские летние (сандалеты), пара;lineObjectIds
58273;Виды товаров и услуг;1754891;Кроссовые туфли для детей с верхом из искусственной кожи, пара;lineObjectIds
58273;Виды товаров и услуг;1709802;Ботинки, полуботинки для детей школьного возраста, пара;lineObjectIds
58273;Виды товаров и услуг;1754799;Обувь домашняя с текстильным верхом для взрослых, пара;lineObjectIds
58273;Виды товаров и услуг;1754961;Обувь домашняя с текстильным верхом для детей, пара;lineObjectIds
58273;Виды товаров и услуг;1754729;Сапоги, ботинки мужские зимние с верхом из натуральной кожи, пара;lineObjectIds
58273;Виды товаров и услуг;1709754;Полуботинки, туфли мужские с верхом из натуральной кожи, пара;lineObjectIds
58273;Виды товаров и услуг;1754763;Полуботинки мужские с верхом из искусственной кожи, пара;lineObjectIds
58273;Виды товаров и услуг;1743464;Кроссовые туфли для взрослых с верхом из искусственной кожи, пара;lineObjectIds
58273;Виды товаров и услуг;1754901;Кроссовые туфли для взрослых с верхом из натуральной кожи, пара;lineObjectIds
58273;Виды товаров и услуг;1754743;Сапоги цельнорезиновые для детей, пара;lineObjectIds
58273;Виды товаров и услуг;1754992;Сапоги цельнорезиновые для взрослых, пара;lineObjectIds
58273;Виды товаров и услуг;1755051;Мыло хозяйственное, 200 г;lineObjectIds
58273;Виды товаров и услуг;1755152;Порошок стиральный, кг;lineObjectIds
58273;Виды товаров и услуг;1754726;Жидкие чистящие и моющие средства, л;lineObjectIds
58273;Виды товаров и услуг;1755080;Мыло туалетное, 100 г;lineObjectIds
58273;Виды товаров и услуг;1754714;Шампунь, 250 мл;lineObjectIds
58273;Виды товаров и услуг;1754945;Туалетная вода, 100 мл;lineObjectIds
58273;Виды товаров и услуг;1754924;Крем для лица, 100 г (100 мл);lineObjectIds
58273;Виды товаров и услуг;1785823;Крем для рук, 100 г (100 мл);lineObjectIds
58273;Виды товаров и услуг;1755032;Паста зубная, 100 г (100 мл);lineObjectIds
58273;Виды товаров и услуг;1755155;Тушь для ресниц, шт.;lineObjectIds
58273;Виды товаров и услуг;1755199;Краска для волос, шт.;lineObjectIds
58273;Виды товаров и услуг;1831426;Пена для бритья, 200 мл;lineObjectIds
58273;Виды товаров и услуг;1755019;Бюстгальтер, шт.;lineObjectIds
58273;Виды товаров и услуг;1754967;Сумка женская с верхом из искусственной кожи, шт.;lineObjectIds
58273;Виды товаров и услуг;1754908;Ранец, рюкзак для школьников, шт.;lineObjectIds
58273;Виды товаров и услуг;1754951;Зонт, шт.;lineObjectIds
58273;Виды товаров и услуг;1754889;Щетка зубная, шт.;lineObjectIds
58273;Виды товаров и услуг;1831427;Бритвенные станки одноразовые, шт.;lineObjectIds
58273;Виды товаров и услуг;1755011;Сумка женская с верхом из натуральной кожи, шт.;lineObjectIds
58273;Виды товаров и услуг;1755204;Ремень мужской, шт.;lineObjectIds
58273;Виды товаров и услуг;1754890;Тюль, полотно гардинное, м;lineObjectIds
58273;Виды товаров и услуг;1754984;Перчатки из натуральной кожи, пара;lineObjectIds
58273;Виды товаров и услуг;1831424;Рюкзак для взрослых, шт.;lineObjectIds
58273;Виды товаров и услуг;1755025;Коляска для новорожденного, шт.;lineObjectIds
58273;Виды товаров и услуг;1755002;Нитки швейные, катушка;lineObjectIds
58273;Виды товаров и услуг;1755195;Сигареты с фильтром отечественные, пачка;lineObjectIds
58273;Виды товаров и услуг;1754930;Сигареты с фильтром зарубежных торговых марок, пачка;lineObjectIds
58273;Виды товаров и услуг;1755213;Спички, коробок;lineObjectIds
58273;Виды товаров и услуг;1754946;Шкаф для платья и белья, шт.;lineObjectIds
58273;Виды товаров и услуг;1754994;Стол обеденный, шт.;lineObjectIds
58273;Виды товаров и услуг;1755182;Матрас детский, шт.;lineObjectIds
58273;Виды товаров и услуг;1755015;Диван-кровать, шт.;lineObjectIds
58273;Виды товаров и услуг;1754928;Набор корпусной мебели, комплект;lineObjectIds
58273;Виды товаров и услуг;1754912;Стул с мягким сиденьем, шт.;lineObjectIds
58273;Виды товаров и услуг;1754971;Шкаф-вешалка для прихожей, шт.;lineObjectIds
58273;Виды товаров и услуг;1755021;Шкаф навесной кухонный (полка), двухстворчатый, шт.;lineObjectIds
58273;Виды товаров и услуг;1755183;Кровать для новорожденных,шт.;lineObjectIds
58273;Виды товаров и услуг;1754999;Стол рабочий кухонный, шт.;lineObjectIds
58273;Виды товаров и услуг;1754913;Табурет для кухни, шт.;lineObjectIds
58273;Виды товаров и услуг;1754972;Зеркало навесное для ванной комнаты, шт.;lineObjectIds
58273;Виды товаров и услуг;1754962;Ковер, ковровое покрытие (палас) синтетический, м2;lineObjectIds
58273;Виды товаров и услуг;1754969;Кастрюля из эмалированной или нержавеющей стали, шт.;lineObjectIds
58273;Виды товаров и услуг;1754958;Комплект столовых приборов из нержавеющей стали, комплект на 1 человека;lineObjectIds
58273;Виды товаров и услуг;1755004;Чайник стальной эмалированный, шт.;lineObjectIds
58273;Виды товаров и услуг;1754922;Сковорода с антипригарным покрытием, шт.;lineObjectIds
58273;Виды товаров и услуг;1754935;Рюмка, фужер из простого стекла, шт.;lineObjectIds
58273;Виды товаров и услуг;1754947;Тарелка обеденная мелкая или глубокая, шт.;lineObjectIds
58273;Виды товаров и услуг;1755031;Чашка чайная с блюдцем, комплект;lineObjectIds
58273;Виды товаров и услуг;1754993;Часы будильник, шт.;lineObjectIds
58273;Виды товаров и услуг;1755010;Часы наручные, шт.;lineObjectIds
58273;Виды товаров и услуг;1754996;Электроутюг с терморегулятором, пароувлажнителем, шт.;lineObjectIds
58273;Виды товаров и услуг;1754925;Электропылесос напольный, шт.;lineObjectIds
58273;Виды товаров и услуг;1754903;Лампа электрическая осветительная, шт.;lineObjectIds
58273;Виды товаров и услуг;1754941;Светильник потолочный, шт.;lineObjectIds
58273;Виды товаров и услуг;1743479;Печь микроволновая, шт.;lineObjectIds
58273;Виды товаров и услуг;1755023;Плита бытовая, шт.;lineObjectIds
58273;Виды товаров и услуг;1754976;Электрочайник, шт.;lineObjectIds
58273;Виды товаров и услуг;1754917;Миксер, блендер, шт.;lineObjectIds
58273;Виды товаров и услуг;1755003;Батарейки электрические типа АА, шт.;lineObjectIds
58273;Виды товаров и услуг;1754955;Машина стиральная автоматическая, шт.;lineObjectIds
58273;Виды товаров и услуг;1754898;Холодильник двухкамерный, емкостью 250-360 л, шт.;lineObjectIds
58273;Виды товаров и услуг;1754918;Лампа энергосберегающая, шт.;lineObjectIds
58273;Виды товаров и услуг;1831423;Лампа светодиодная, шт.;lineObjectIds
58273;Виды товаров и услуг;1755123;Дрель электрическая, шт.;lineObjectIds
58273;Виды товаров и услуг;1755159;Триммер электрический, шт.;lineObjectIds
58273;Виды товаров и услуг;1755006;Тетрадь школьная, шт.;lineObjectIds
58273;Виды товаров и услуг;1754919;Бумага туалетная, рулон;lineObjectIds
58273;Виды товаров и услуг;1755026;Подгузники детские бумажные (памперсы), 10 шт.;lineObjectIds
58273;Виды товаров и услуг;1754968;Альбом для рисования, шт.;lineObjectIds
58273;Виды товаров и услуг;1754986;Карандаш чернографитный, шт.;lineObjectIds
58273;Виды товаров и услуг;1754929;Набор фломастеров, набор;lineObjectIds
58273;Виды товаров и услуг;1754963;Авторучка шариковая, шт.;lineObjectIds
58273;Виды товаров и услуг;1755007;Ежедневная газета в розницу, шт.;lineObjectIds
58273;Виды товаров и услуг;1754920;Еженедельная газeта в розницу, шт.;lineObjectIds
58273;Виды товаров и услуг;1754981;Книга детективно-приключенческого жанра, шт.;lineObjectIds
58273;Виды товаров и услуг;1755027;Учебник, учебное пособие, дидактический материал для общеобразовательной школы, шт.;lineObjectIds
58273;Виды товаров и услуг;1754892;Велосипед дорожный для взрослых, шт.;lineObjectIds
58273;Виды товаров и услуг;1754949;Велосипед для дошкольников, шт.;lineObjectIds
58273;Виды товаров и услуг;1754997;Мотоцикл без коляски, скутер, шт.;lineObjectIds
58273;Виды товаров и услуг;1743480;Телевизор цветного изображения, шт.;lineObjectIds
58273;Виды товаров и услуг;1754987;Флеш-накопитель USB, шт.;lineObjectIds
58273;Виды товаров и услуг;1754907;Монитор для настольного компьютера, шт.;lineObjectIds
58273;Виды товаров и услуг;1754995;Компьютер персональный переносной (ноутбук), шт.;lineObjectIds
58273;Виды товаров и услуг;1755076;Компьютер планшетный, шт.;lineObjectIds
58273;Виды товаров и услуг;1831429;Моноблок, шт.;lineObjectIds
58273;Виды товаров и услуг;1754931;Телефонный аппарат стационарный, шт.;lineObjectIds
58273;Виды товаров и услуг;1755162;Смартфон, шт.;lineObjectIds
58273;Виды товаров и услуг;1755029;Игрушки пластмассовые для детей ясельного возраста, шт.;lineObjectIds
