filter_id;filter_title;value_id;value_title;filter_type
57831;Классификатор объектов административно-территориального деления (ОКАТО);1692939;Архангельская область (кроме Ненецкого автономного округа);lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688513;Вологодская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688514;Калининградская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688515;Ленинградская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688516;Мурманская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688517;Новгородская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688518;Псковская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688519;Город Санкт-Петербург город федерального значения;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1692937;Южный федеральный округ (с 29.07.2016);lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688522;Республика Адыгея (Адыгея);lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688523;Республика Калмыкия;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1692938;Республика Крым;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688524;Краснодарский край;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688525;Астраханская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688526;Волгоградская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688527;Ростовская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1695534;Город федерального значения Севастополь;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688528;Северо-Кавказский федеральный округ;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688529;Республика Дагестан;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688530;Республика Ингушетия;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688531;Кабардино-Балкарская Республика;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688532;Карачаево-Черкесская Республика;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688533;Республика Северная Осетия-Алания;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688534;Чеченская Республика;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688535;Ставропольский край;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688536;Приволжский федеральный округ;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688537;Республика Башкортостан;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688538;Республика Марий Эл;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688539;Республика Мордовия;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688540;Республика Татарстан (Татарстан);lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688541;Удмуртская Республика;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688542;Чувашская Республика - Чувашия;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688543;Пермский край;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688545;Кировская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688546;Нижегородская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688547;Оренбургская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688548;Пензенская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688549;Самарская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688550;Саратовская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688551;Ульяновская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688552;Уральский федеральный округ;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688553;Курганская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688554;Свердловская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688555;Тюменская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688556;Ханты-Мансийский автономный округ - Югра (Тюменская область);lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688557;Ямало-Ненецкий автономный округ (Тюменская область);lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1692940;Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688559;Челябинская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688560;Сибирский федеральный округ;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1795276;Сибирский федеральный округ;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688561;Республика Алтай;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688563;Республика Тыва;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688564;Республика Хакасия;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688565;Алтайский край;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688568;Красноярский край;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688571;Иркутская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688573;Кемеровская область - Кузбасс;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688574;Новосибирская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688575;Омская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688576;Томская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688577;Дальневосточный федеральный округ;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1795277;Дальневосточный федеральный округ;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688562;Республика Бурятия;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688566;Забайкальский край;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688578;Республика Саха (Якутия);lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688579;Камчатский край;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688581;Приморский край;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688582;Хабаровский край;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688583;Амурская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688584;Магаданская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688585;Сахалинская область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688586;Еврейская автономная область;lineObjectIds
57831;Классификатор объектов административно-территориального деления (ОКАТО);1688587;Чукотский автономный округ;lineObjectIds
58389;Номенклатура мощностей;1754554;Жилые дома в сельской местности,построенные населением;lineObjectIds
58389;Номенклатура мощностей;1754567;Жилые дома и общежития,построенные за счет бюджетов субъектов Российской и местных бюджетов;lineObjectIds
58389;Номенклатура мощностей;1754565;Жилые дома коттеджного типа;lineObjectIds
58389;Номенклатура мощностей;1754568;Жилые дома общежития,построенные за счет средств федерального бюджета;lineObjectIds
58389;Номенклатура мощностей;1754556;Жилые дома,построенные населением;lineObjectIds
58389;Номенклатура мощностей;1836599;Жилые здания;lineObjectIds
58389;Номенклатура мощностей;1754569;Жилые здания индивидуальные;lineObjectIds
58389;Номенклатура мощностей;1754566;Жилые здания индивидуальные блокированные;lineObjectIds
58389;Номенклатура мощностей;1754559;Жилые здания многоквартирные;lineObjectIds
58389;Номенклатура мощностей;1754560;Жилые здания многоквартирные малоэтажные блокированнные;lineObjectIds
58389;Номенклатура мощностей;1754564;Жилые здания многоквартирные малоэтажные, состояшие из блок-секций;lineObjectIds
58389;Номенклатура мощностей;1754561;Жилые здания, в сельской местности (всего);lineObjectIds
58389;Номенклатура мощностей;1754555;Жилые здания, жилые помещения в нежилых зданиях и жилые дома, построенные населением;lineObjectIds
58389;Номенклатура мощностей;1836598;Жилые здания,построенные в сельской местности;lineObjectIds
58389;Номенклатура мощностей;1754562;Жилые здания,построенные по ипотечному кредитованию;lineObjectIds
58389;Номенклатура мощностей;1754557;Общежития;lineObjectIds
58389;Номенклатура мощностей;1754558;Отдельно стоящие здания жилого назначения квартирного типа;lineObjectIds
58389;Номенклатура мощностей;1754563;Отдельно стоящие здания жилого назначения квартирного типа в сельской местности;lineObjectIds
30611;Единица измерения;950292;тысяча квадратных метров общей площади;lineObjectIds
33560;Период;1540283;январь;columnObjectIds
33560;Период;1540282;февраль;columnObjectIds
33560;Период;1540294;январь-февраль;columnObjectIds
33560;Период;1540236;март;columnObjectIds
33560;Период;1540222;I квартал;columnObjectIds
33560;Период;1540290;январь-март;columnObjectIds
33560;Период;1540229;апрель;columnObjectIds
33560;Период;1540285;январь-апрель;columnObjectIds
33560;Период;1540235;май;columnObjectIds
33560;Период;1540289;январь-май;columnObjectIds
33560;Период;1540234;июнь;columnObjectIds
33560;Период;1540288;январь-июнь;columnObjectIds
33560;Период;1540224;II квартал;columnObjectIds
33560;Период;1540233;июль;columnObjectIds
33560;Период;1540287;январь-июль;columnObjectIds
33560;Период;1540228;август;columnObjectIds
33560;Период;1540284;январь-август;columnObjectIds
33560;Период;1540276;сентябрь;columnObjectIds
33560;Период;1540293;январь-сентябрь;columnObjectIds
33560;Период;1540226;III квартал;columnObjectIds
33560;Период;1540273;октябрь;columnObjectIds
33560;Период;1540292;январь-октябрь;columnObjectIds
33560;Период;1540272;ноябрь;columnObjectIds
33560;Период;1540291;январь-ноябрь;columnObjectIds
33560;Период;1540230;декабрь;columnObjectIds
33560;Период;1540286;январь-декабрь;columnObjectIds
33560;Период;1540227;IV квартал;columnObjectIds
